nid_id,state_id,dam_name,Data_Source,Gaged,Basin_study,other_dam_name,status,island,county,state,latitude,longitude,basin?,stream_name,dam_purpose,private_dam_on_fed_prop,watershed,TMK,dam_type,pmf_inflow,TMK2,nearest_city,nearest_city_distance,dam_designer,year_completed,year_last_modified,size,regulated_height,volume,dam_length,dam_height,hazard,structural_height,hydraulic_height,maximum_storage,normal_storage,surface_area,drainage_area,,spillway_type,spillway_control,spillway_width,spillway_max_discharge,spillway_protection,spillway_length,spillway_wall_height,outlet_type,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,min_crest_width,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,waterbodytype,last_inspection_date,inspection_frequency,hazard_analysis_date,eap,eap_date,eap_createdby,OnlineEAP,OnlineEAPDate,certificate_to_impound_date,district_code,district_name,representative,party,electronic_gauge_url,top_of_crest,spillway_crest,operating_level,dam_former_name,state_reg_agency,core,foundation,nid_height,nid_storage,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,ConditionAssessment,ConditionAssessmentDate,ConditionAssessmentDetail,RiskAssessmentDate,operational_status,operational_status_date,EnforcementAuthority,InspectionAuthority,JurisdictionalDam,NumSeparateStructures,OtherStructureID,PermittingAuthority,RecordID,dam_type_nid,hazard_nid,spillway_type_nid,outlet_type_nid,access_surface_description,access_method_description,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,level_restriction,restriction_basis,last_nod_date,population_at_risk,parcel_count,critical_facility,school_count,realtime_gauge,DLNRAlertOnLevel,DLNRAlertOffLevel,PMF_level,Flood100yr,Owner_Type,owner
HI00107,KA-0107,PUU O HEWA RESERVOIR,NA,N,N,,Active,Kauai,Kauai,HI,21.935845,-159.470918,No,TR-WAIHOHONU STREAM OFFSTREAM,Irrigation,FALSE,Mahaulepu,(4) 2-7-002:001,Earthen,,,KOLOA,1.7,,1915,,Small,23,,540,23,High,33,23,115,73,8.3,0.24,0.028915663,Channel,Uncontrolled,33,320,Concrete,60,4,Downstream Control,FALSE,Walk,,Downstream,12 Inch Diameter,548,18,29,Bare Soil,35,Bare Soil,State Regulated Dam,9/7/2022,5,6/1/2009,TRUE,8/1/2022 14:03,Kauai Knudsen,Y,8/1/2022 14:03,,2,2nd Congressional District,Jill Tokuda,Democratic ,,17,8,,,DLNR,X,U,33,115,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=3B123BC2-DA0E-49E4-9260-8B91A0F50A03,POOR,3/20/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14826,RE,H,U,,Unpaved,4x4 (wet conditions only),1,6/10/2021,0,,0,,8,,4/28/2023,612,300,3,0,FALSE,,,,,P,Eric A. Knudsen Trust
HI00108,KA-0108,KAUPALE RESERVOIR,NA,N,Y,,Active,Kauai,Kauai,HI,21.904992,-159.495728,Yes,TR-LAWAI STREAM,Irrigation,FALSE,Lawai,(4) 2-6-003:001,Earthen,,,Lawai Homesteads,0.6,,1910,,Intermediate,44,,500,49,High,50,44,240,222,11,0.25,0.022727273,Channel,Uncontrolled,10,,Bare Soil,183,0,Upstream Control,FALSE,Walk,,Upstream,18-24,0,23.5,16.2,Vegetation,23,Vegetation,State Regulated Dam,10/12/2021,5,6/1/2009,TRUE,8/9/2022 13:24,Kauai McBryde,Y,8/9/2022 13:24,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,50,240,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=9B56EB03-9E33-446F-9D6D-7D50CABD97A4,POOR,2/9/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14827,RE,H,U,,Unpaved,4x4 (wet conditions only),0,,0,,0,,0,,3/6/2017,3,8,0,0,FALSE,,,,,P,"BBCP Kauai Operating, LLC"
HI00109,KA-0109,IPUOLONO RESERVOIR,NA,N,Y,No. 8 Reservoir,Active,Kauai,Kauai,HI,21.920425,-159.536125,Yes,KALAHEO GULCH,Irrigation,FALSE,Kalaheo,(4) 2-2-001:001,Earthen,,(4) 2-3-010:001,Kalaheo,0.1,,1910,2011,Intermediate,45,,680,45,High,50,45,450,415,23,1.96,0.085217391,Channel,Uncontrolled,46,,Bare Soil,46,46,Slide (sluice gate),FALSE,on dam (crest),5.6,Upstream Control,"18""",0,24,18,Ungrouted Riprap,45,Vegetation,State Regulated Dam,2/22/2023,5,6/1/2009,TRUE,2/17/2023 7:27,Kauai Coffee,Y,2/17/2023 7:27,,2,2nd Congressional District,Jill Tokuda,Democratic ,,45,41,25,,DLNR,X,U,50,450,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=81ED3D28-0062-4D7B-AD7D-D5D9F88B996E,POOR,9/26/2022,Spillway Capacity. Stability.,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14828,RE,H,U,S,Gravel,Car,0,,0,,0,,25,,5/30/2017,1,7,0,0,FALSE,30,29,,,P,"BBCP Kauai Operating, LLC, Kauai Coffee"
HI00110,KA-0110,AEPOALUA RESERVOIR,NA,N,Y,,Active,Kauai,Kauai,HI,21.91036,-159.490352,Yes,AEPO GULCH,Irrigation,FALSE,Aepo,(4) 2-6-003:001,Earthen,,,KUKUILA,2,,1915,,Small,31,,435,33,High,35,31,131,124,7.2,0.08,0.011111111,Channel,Uncontrolled,55,70,Concrete,132,3,Upstream Control,FALSE,On Dam,,Upstream,,18,16.5,19,Mowed Grass,24.5,Mowed Grass,State Regulated Dam,10/11/2021,5,6/1/2009,TRUE,8/9/2022 13:10,Kauai McBryde,Y,8/9/2022 13:10,,2,2nd Congressional District,Jill Tokuda,Democratic ,,375,373,,,DLNR,X,U,35,131,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=96242932-9E28-4C85-A1A3-36D841B29DEC,POOR,2/9/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14829,RE,H,U,,Unpaved,4x4 (wet conditions only),0,,0,,0,,,,,18,50,0,0,FALSE,,,,,P,"BBCP Kauai Operating, LLC"
HI00111,KA-0111,AEPOEKOLU RESERVOIR,UHSLC,Y,Y,,Active,Kauai,Kauai,HI,21.907991,-159.487699,Yes,AEPO GULCH,Irrigation,FALSE,Aepo,(4) 2-6-003:001,Earthen,,(4) 2-6-003:031,KUKUIULA,1.6,,1910,1947,Small,35,,420,37,High,40,35,152,134,9.9,0.04,0.004040404,Channel,Uncontrolled,74,2475,Bare Soil,190,4.6,Uncontrolled,FALSE,Walk,73,Upstream Control,24 - inch,0,14.5,33,Vegetation,28,Vegetation,State Regulated Dam,10/11/2021,5,6/1/2009,TRUE,8/9/2022 13:07,Kauai McBryde,Y,8/9/2022 13:07,,2,2nd Congressional District,Jill Tokuda,Democratic ,,339,334.4,,,DLNR,X,U,40,152,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=E51601A4-DEB9-44FD-A07F-4924CA67B355,POOR,2/9/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14830,RE,H,U,U,Unpaved,4x4 (wet conditions only),0,,0,,0,,0,,3/6/2017,14,46,0,0,FALSE,,,,,P,"BBCP Kauai Operating, LLC"
HI00112,KA-0112,AEPOEHA RESERVOIR,NA,N,Y,,Active,Kauai,Kauai,HI,21.896387,-159.488933,Yes,KUKUIULA GULCH,Irrigation,FALSE,Aepo,(4) 2-6-003:031,Earthen,,"(4) 2-6-003:032, (4) 2-6-003:001",KUKUILA,0.8,,1913,2005,Intermediate,33,,600,42,High,38,33,670,554,24.3,0.81,0.033333333,Channel,Uncontrolled,25,,Dumped Rock,320,8,Downstream Control,FALSE,Walk,,Downstream,"14""",33.5,26,23,Dumped Rock,21,Mowed Grass,State Regulated Dam,11/1/2023,5,6/1/2009,TRUE,9/8/2023 7:38,Kauai ITC,Y,9/8/2023 7:38,,2,2nd Congressional District,Jill Tokuda,Democratic ,,42,,,,DLNR,X,U,42,670,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=8F51E8A4-623A-4810-A546-865C74B2058D,FAIR,2/10/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14831,RE,H,U,,Unpaved,4x4 (wet conditions only),0,,0,,0,,27,,6/21/2017,52,63,0,0,FALSE,34,33,37,,P,"BBCP Kauai Mauka Lands, LLC"
HI00113,KA-0113,OMAO RESERVOIR,NA,N,Y,,Active,Kauai,Kauai,HI,21.921116,-159.483213,Yes,OMAO STREAM,Irrigation,FALSE,Waikomo,(4) 2-7-002:002,Earthen,,(4) 2-7-006:011,KOLOA,1.3,,1915,,Intermediate,30,,454,32,High,32,30,194,139,8.5,1.17,0.137647059,Channel,Uncontrolled,78,3000,Bare Soil,192,6.5,Uncontrolled,FALSE,Walk,,Upstream,"18""",354,9,44,Bare Soil,38,Bare Soil,State Regulated Dam,6/21/2023,5,6/1/2009,TRUE,7/25/2022 10:46,Kauai A&B,Y,7/25/2022 10:46,,2,2nd Congressional District,Jill Tokuda,Democratic ,,380,377,,,DLNR,X,U,32,194,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=D1B05A29-ACC1-457F-A751-2557365C2150,UNSATISFACTORY,2/13/2023,,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14832,RE,H,U,U,Unpaved,Walk,1,7/24/2017,1,5/4/2021,1,11/16/2010,0,,3/6/2017,475,299,3,1,FALSE,,,381.7,,P,"Alexander & Baldwin, Inc., Eric A. Knudsen Trust"
HI00114,KA-0114,PIWAI RESERVOIR,NA,N,Y,,Active,Kauai,Kauai,HI,21.932752,-159.490397,Yes,POELELELE STREAM,Irrigation,FALSE,Waikomo,(4) 2-5-001:011 ,Earthen,,(4) 2-5-001:002,OMAO HOMESTEADS,0.5,,1916,,Intermediate,46,,535,56,High,56,46,261,222,10.6,0.38,0.035849057,Channel,Uncontrolled,22,480,Mowed Grass,,4,Slide (sluice gate),FALSE,Walk,,Upstream Control,"18"" to 20"" to 5'X6' tunnel",0,28,28,Vegetation,28,Vegetation,State Regulated Dam,6/21/2023,5,6/1/2009,TRUE,7/25/2022 10:53,Kauai A&B,Y,7/25/2022 10:53,,2,2nd Congressional District,Jill Tokuda,Democratic ,,576,572,0,,DLNR,X,U,56,261,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=A5240869-F2AF-4A78-86E7-B6AF4DED328C,POOR,2/8/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14833,RE,H,U,S,Paved,Car,1,7/24/2017,1,6/1/2020,0,,0,,3/6/2017,666,374,3,1,FALSE,,,,,P,"Alexander & Baldwin, Inc."
HI00115,KA-0115,PIA MILL RESERVOIR,NA,N,N,,Active,Kauai,Kauai,HI,21.920674,-159.471302,No,WAIHOHONU STREAM OFFSTREAM,Irrigation,FALSE,Waikomo,(4) 2-7-002:001,Earthen,,,KOLOA,1,,1910,,Small,10,,450,16.5,High,14,10,38.6,30.6,6.1,0.35,0.057377049,Channel,Uncontrolled,36,440,Bare Soil,111,0,Upstream Control in Tower,FALSE,Bridge,,Upstream,2 x 2,351,22.5,15,Bare Soil,30,Bare Soil,State Regulated Dam,7/1/2021,5,6/1/2009,TRUE,8/1/2022 14:10,Kauai Knudsen,Y,8/1/2022 14:10,,2,2nd Congressional District,Jill Tokuda,Democratic ,,16.5,13.5,8.5,,DLNR,X,U,16.5,38.6,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=6DC65710-AFAE-49A7-9A69-D608C87341C8,POOR,3/20/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14834,RE,H,U,,Unpaved,4x4,1,6/10/2021,1,8/1/1981,0,,8.5,,10/28/2016,258,176,2,0,FALSE,,,,,P,Eric A. Knudsen Trust
HI00116,KA-0116,MAU RESERVOIR,NA,N,Y,No. 4 Reservoir,Active,Kauai,Kauai,HI,21.927187,-159.530972,Yes,KALAHEO GULCH,Irrigation,FALSE,Kalaheo,(4) 2-4-007:020,Earthen,,,Kalaheo,0.1,,1901,,Small,28,,460,38,High,33,28,78.5,67,6.89,0.04,0.005805515,Channel,Uncontrolled,16,,Bare Soil,80,3.5,Uncontrolled,FALSE,On Dam,,Upstream,24 Inch,642.5,16,30,Bare Soil,30,Vegetation,State Regulated Dam,6/28/2023,5,6/1/2009,TRUE,8/9/2022 13:03,Kauai McBryde,Y,8/9/2022 13:03,,2,2nd Congressional District,Jill Tokuda,Democratic ,,36,34,0,,DLNR,X,U,38,78.5,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=7BC57461-E0B0-432D-AC07-DF96641CB4AB,POOR,12/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14835,RE,H,U,U,Unpaved,4x4,1,7/24/2017,1,3/12/2007,0,,0,,5/30/2017,48,35,0,0,FALSE,,,,,P,"BBCP Kauai Operating, LLC"
HI00117,KA-0117,ELUA RESERVOIR,UHSLC,Y,Y,No. 2 Reservoir,Active,Kauai,Kauai,HI,21.927552,-159.527855,Yes,KALAHEO GULCH,Irrigation,FALSE,Kalaheo,(4) 2-4-006:001,Earthen,,,KALAHEO,0.1,,1902,1999,Small,32,,600,34,High,34,32,360,70,9,1.15,0.127777778,Channel,Uncontrolled,46,4700,Bare Soil,25,9,Slide (sluice gate),FALSE,On Dam,50,Upstream,18 Inch Diameter Pipe,665,15,28.5,Vegetation,27.5,Vegetation,State Regulated Dam,7/19/2023,5,6/1/2009,TRUE,8/9/2022 13:00,Kauai McBryde,Y,8/9/2022 13:00,,2,2nd Congressional District,Jill Tokuda,Democratic ,,32,26.5,19,,DLNR,X,U,34,360,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=7B02F0E5-CD61-41B1-80B2-CA0D8E994B2D,POOR,12/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14836,RE,H,U,S,Unpaved,Car,1,7/24/2017,1,5/4/2018,0,,16,,5/30/2017,95,72,0,0,FALSE,22,21,,,P,"BBCP Kauai Operating, LLC"
HI00118,KA-0118,MANUHONUHONU RESERVOIR,NA,N,Y,,Active,Kauai,Kauai,HI,21.894485,-159.480328,Yes,UNNAMED GULCH,Irrigation,FALSE,Aepo,(4) 2-6-015:001,Earthen,,(4) 2-6-018:062,KUKUIULA,1,,1954,,Intermediate,32,,400,45,High,37,32,49,41,2.5,0.156,0.0624,None Found,,0,,,0,0,Uncontrolled,FALSE,none,,None,18 Inch Diameter,0,13,29,Vegetation,30,Vegetation,State Regulated Dam,11/1/2023,5,6/1/2009,TRUE,9/8/2023 7:38,Kauai ITC,Y,9/8/2023 7:38,,2,2nd Congressional District,Jill Tokuda,Democratic ,,170,,,,DLNR,X,U,45,49,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=EF4B7865-816D-499F-B776-E82309804E88,POOR,3/20/2023,No spillway. Overtop in event of PMF. Unknown outlet condition. No Stability analysis.,,"Under Investigation, Planning, Permitting, or Design for Remediation",1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14837,RE,H,N,U,Unpaved,4x4 (wet conditions only),0,,1,11/29/2022,0,,0,,7/11/2023,21,24,0,0,FALSE,,,,,P,"BBCP Kukui'ula Development, LLC"
HI00119,KA-0119,MAUKA RESERVOIR,UHSLC,Y,Y,,Active,Kauai,Kauai,HI,21.941392,-159.468968,Yes,WAIHOHONU STREAM,Irrigation,FALSE,Mahaulepu,(4) 2-7-002:001,Earthen,,,KOLOA,2,,1910,,Small,14,,550,19,High,18,14,345,110,23,0.56,0.024347826,Channel,Controlled,29,2193,Concrete,29,29,Upstream Control in Tower,FALSE,Bridge,,Upstream,4ft x 2ft,0,18,40,Ungrouted Riprap,32,Bare Soil,State Regulated Dam,9/7/2022,5,6/1/2009,TRUE,8/1/2022 14:07,Kauai Knudsen,Y,8/1/2022 14:07,,2,2nd Congressional District,Jill Tokuda,Democratic ,https://uhslc.soest.hawaii.edu/reservoir/?stn=EDD06920,618,610,5.5,,DLNR,X,U,19,345,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=935522AB-2836-46E7-BF02-69A3265D6219,POOR,11/13/2020,,4/26/2018,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14838,RE,H,C,,Unpaved,4x4 (wet conditions only),1,6/10/2021,0,,0,,5.5,,10/27/2023,855,413,4,1,TRUE,8,7,,,P,Eric A. Knudsen Trust
HI00120,KA-0120,PAPUAA RESERVOIR,UHSLC,Y,Y,,Active,Kauai,Kauai,HI,21.971807,-159.461209,Yes,PAPUAA STREAM,Irrigation,FALSE,Huleia,(4) 3-4-001:001,Earthen,,,Halfway Bridge,1.4,,1914,,Intermediate,45,,2000,43,High,48,45,921,,45,1.75,0.038888889,Channel,Uncontrolled,175,,Vegetation,175,175,Slide (sluice gate),FALSE,Bridge,,Upstream,"24""",32,23,26,Vegetation,27,Vegetation,State Regulated Dam,9/6/2023,5,6/1/2009,TRUE,5/31/2023 14:15,Kauai Grove Farm,Y,5/31/2023 14:15,,2,2nd Congressional District,Jill Tokuda,Democratic ,https://uhslc.soest.hawaii.edu/reservoir/?stn=EDD08AD2,50,43,27,,DLNR,X,U,48,921,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=A0759C8E-6431-40FF-BEEA-29C779149093,POOR,2/14/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14839,RE,H,U,S,Unpaved,4x4 (wet conditions only),1,1/1/2022,0,,1,10/26/2018,,,,10,33,0,0,FALSE,38,37,,,P,Grove Farm Company
HI00121,KA-0121,HALENANAHU RESERVOIR,UHSLC,Y,Y,,Active,Kauai,Kauai,HI,21.964972,-159.432083,Yes,HALENANHU STREAM,Fish & Wildlife Pond,FALSE,Huleia,(4) 3-4-005:003,Earthen,,,Kipu,1.1,,1920,,Small,32,,650,35,High,40,32,460,460,22.9,1.16,0.050655022,Channel,Uncontrolled,115,,Bare Soil,160,7,Downstream Control,FALSE,Walk,,Downstream,18 Inch Pipe,0,40,26,Vegetation,34,Vegetation,State Regulated Dam,9/6/2023,5,6/1/2009,TRUE,5/31/2023 14:16,Kauai Grove Farm,Y,5/31/2023 14:16,,2,2nd Congressional District,Jill Tokuda,Democratic ,,37,31,14,,DLNR,X,U,40,460,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=B4F0F44E-A07C-486F-99CD-CDB3BBF17AA9,UNSATISFACTORY,3/20/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14840,RE,H,U,,Gravel,Car,1,1/1/2022,0,,1,10/31/2018,11,,5/30/2017,2,28,0,0,FALSE,427,426,,,P,Grove Farm Company
HI00145,KA-0145,KAUAI LAGOONS ,NA,N,N,Kauai Lagoons Resorts,Active,Kauai,Kauai,HI,21.957628,-159.346259,No,,Flood Control,FALSE,Nawiliwili,(4) 3-5-001:027,Earthen,,"(4) 3-5-001:169, (4) 3-5-001:171, (4) 3-5-001:172, (4) 3-5-001:173",,,Belt Collins and Associates,1987,,Small,11.4,,0,13.4,High,13.4,11.4,470,395,33.5,0.226,0.006746269,Weir,Uncontrolled,9,,Concrete,9,9,Valve,FALSE,Yes,,Upstream Control,"24"" ductile iron drain pipe",91.9,0,26.6,Concrete,14,Mowed Grass,State Regulated Dam,8/2/2023,5,6/1/2009,TRUE,7/18/2023 14:59,Kauai Lagoons,Y,7/18/2023 14:59,,2,2nd Congressional District,Jill Tokuda,Democratic ,,1.4,0,0,,DLNR,X,U,13.4,470,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=ACDC26F0-E9C3-46EB-B739-3938DA70E87C,FAIR,4/12/2023,"Spillway will not pass IDF with freeboard, and there are other known deficiencies. But under normal loading conditions, the risk appears minimal.",,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14863,RE,H,U,V,Paved,Car,0,,1,5/5/2012,0,,,,2/15/2018,1,6,0,0,FALSE,,,0.7,,P,Hokuala Kauai
HI00146,KA-0146,HALAULA RESERVOIR,NA,N,N,,Active,Kauai,Kauai,HI,22.111664,-159.316539,No,Diversion,"Irrigation, Recreation",FALSE,Kapaa,(4) 7-003-002-0000,Earthen,,"?(4) 4-7-008:001, (4) 4-7-008-039",Kealia,0.8,Unknown,,,Small,0,,410,25.9,High,0,0,,,4.86,0.34,0.069958848,Pipe,Uncontrolled,2.5,,Ungrouted Riprap,40,0,Downstream Control,FALSE,Walk,,Downstream,12 Inch PVC,0,29,32,Mowed Grass,32,Bare Soil,State Regulated Dam,10/13/2021,5,6/1/2009,TRUE,11/18/2021 9:53,Kauai Cornerstone,Y,11/18/2021 9:53,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,25.9,,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=B66753D4-4C45-4BBA-8B50-78097E269939,POOR,2/10/2023,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14864,RE,H,U,,Paved,Car,0,,1,5/9/2022,0,,21.5,,8/24/2017,7,23,0,0,FALSE,,,,,P,"Mahi'ai Awawa, LLC"
HI00155,KA-0155,POND NO. 1 AT KAUAI RANCH,NA,N,N,CORNERSTONE MAUKA,Active,Kauai,Kauai,HI,22.126,-159.341004,No,,Irrigation,FALSE,Kapaa,(4) 4-7-002:003,Earthen,,,Kapaa,1.75,,2007,2015,Small,0,,500,31.5,High,0,0,,25.8,2.8,0.02344,0.008371429,Channel,Uncontrolled,70,,Mowed Grass,70,70,Valve,FALSE,walk,,Upstream Control,12-inch DIP,,13,17,Mowed Grass,17,Mowed Grass,State Regulated Dam,11/17/2021,5,7/1/2014,TRUE,11/18/2021 9:57,Kauai Cornerstone,Y,11/18/2021 9:57,,2,2nd Congressional District,Jill Tokuda,Democratic ,,543.75,539.73,29,,DLNR,X,U,31.5,25.8,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=965221DC-A5F8-4D9A-A6CA-92A364A69D24,FAIR,11/30/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14872,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,12/14/2002,0,,0,,,,,3,46,0,0,FALSE,,,,,P,Cornerstone Hawaii Holdings LLC
HI00046,MA-0046,WAIKAMOI DAM NO. 2,NA,N,Y,,Active,Maui,Maui,HI,20.807814,-156.23033,Yes,WAIKAMOI STREAM,Water Supply,FALSE,Waikamoi,(2) 2-4-016:004,Concrete,,,KAILUA,6,"Belt, Collins & Associates",1956,,Small,33,,98,34,Low,35,33,61,32,,2.43,#DIV/0!,Channel,Uncontrolled,20,,Concrete,26,4,Slide (sluice gate),FALSE,On Dam,,Upstream,2.5' x 2.5',0,1.8,90,Concrete,90,Concrete,State Regulated Dam,10/24/2022,5,6/1/2009,TRUE,3/22/2023 9:49,Maui DWS,Y,3/22/2023 9:49,,2,2nd Congressional District,Jill Tokuda,Democratic ,,4324,4320,,,DLNR,X,U,35,61,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=36DEEDED-A81B-4164-8768-FC1828713739,POOR,6/24/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14770,CN,L,U,S,Unpaved,Walk,1,1/10/2014,0,,0,,,,,0,7,0,0,FALSE,,,,,L,"Maui County, Dept of Water Supply"
HI00047,MA-0047,PIIHOLO 50 MG RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.830033,-156.273711,No,TR-MILIKO GULCH OFFSTREAM,Water Supply,FALSE,Maliko,(2) 2-4-016:002,Earthen,,,KOKOMO,3,,1971,,Intermediate,38,,1700,42,High,39,38,166,162,7.25,0.011,0.001517241,Glory Hole,Uncontrolled,1.5,,Concrete,0,0,Valve,FALSE,Walk,,Downstream,Two Concrete Encased 24 Inch DIP,22.5,13,24.5,Concrete,30,Mowed Grass,State Regulated Dam,12/1/2022,5,6/1/2009,TRUE,3/22/2023 10:45,Maui DWS,Y,3/22/2023 10:45,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,42,166,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=5754B13E-6161-4DF6-BB0D-E3BCDC8A119C,UNSATISFACTORY,7/25/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14771,RE,H,U,V,Paved,Car,1,10/1/2014,1,8/30/2021,0,,,,9/3/2021,28,69,0,0,FALSE,,,,,L,"Maui County, Dept of Water Supply"
HI00048,MA-0048,OLINDA RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.798692,-156.274932,No,KAILUA GULCH OFFSTREAM,Water Supply,FALSE,Kailua Gulch,(2) 2-3-006:006,Earthen,,,Haleakala Homesteads,1,,1918,1933,Intermediate,41,,220,42,High,42,41,26.6,25.7,1,0.0016,0.0016,No Spillway,,,,,,,Valve,FALSE,Walk,,Mid-dam Control,12 in,0,13,90,Grouted Riprap,65,Grouted Riprap,State Regulated Dam,10/14/2022,5,6/1/2009,TRUE,3/22/2023 10:15,Maui DWS,Y,3/22/2023 10:15,,2,2nd Congressional District,Jill Tokuda,Democratic ,,4133,,,,DLNR,X,U,42,26.6,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=84D7F013-D66D-458F-94DE-AEF9685AF619,POOR,7/25/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14772,RE,H,N,V,Gravel,4x4 (wet conditions only),1,8/1/2014,1,8/12/2021,0,,,,,118,121,0,0,FALSE,,,,,L,"Maui County, Dept of Water Supply"
HI00054,MA-0054,HORNER RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.925222,-156.648795,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Wahikuli,(2) 4-4-004:001,Earthen,,(2) 4-4-004:013,PUUKOLII,2,,1926,,Small,34,,1100,70,High,37,34,88,71,5.9,0.06,0.010169492,Channel,Uncontrolled,36,34,Dumped Rock,78,5,Valve,FALSE,Walk,,Downstream,See Notes,0,23,30,Ungrouted Riprap,34,Vegetation,State Regulated Dam,4/1/2022,5,6/1/2009,TRUE,5/31/2023 12:55,Maui Kaanapali,Y,5/31/2023 12:55,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,70,88,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=2A011002-8DA3-4DA1-ACD6-2F033E70C91C,POOR,7/19/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14775,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,7/15/2013,0,,0,,300,,1/25/2017,291,104,3,0,FALSE,,,,,P,Kaanapali Land Management Corp.
